"","A17","dmi2","dmi3","ipd3","lyk3","nfp","pt4"
"MSTRG.10299",4.43212,5.52453,5.76035,5.65607,3.93186,4.99869,5.12368
"MSTRG.103",7.7881,7.96962,8.66475,8.27121,6.40241,7.10399,7.56958
"MSTRG.1030",0,0,0,0,0,0,0
"MSTRG.10300",102.672,99.8987,78.6229,94.6264,117.635,105.712,76.1185
"MSTRG.10301",457.398,372.685,433.822,445.048,307.776,434.007,361.816
"MSTRG.10302",0,0,0,0,0,0,0
"MSTRG.10303",0,0,0,0,0,0.260553,0
"MSTRG.10304",0.219694,0.181189,0.336481,0.298417,0.125884,0.223961,0.233754
"MSTRG.10305",0.495002,0.442194,1.15823,0.888877,0.280202,0.572213,0.536396
"MSTRG.10306",1.70619,1.60551,2.23958,2.37098,1.97497,2.36558,1.87639
"MSTRG.10307",8.87258,7.20762,8.26253,11.6057,12.0077,9.38846,8.85418
"MSTRG.10308",12.6715,8.50227,8.56172,14.2125,13.451,10.5907,11.0126
"MSTRG.10309",30.4499,34.7064,34.4333,37.0133,39.7321,36.8717,32.6202
"MSTRG.1031",0,0,0,0,0,0,0
"MSTRG.10310",11.8113,0.884583,1.19916,6.04555,5.07547,1.35831,2.01888
"MSTRG.10311",8.32183,8.57166,10.0996,9.75445,8.76251,8.76754,9.56983
"MSTRG.10312",0.383246,0.59125,0.645567,0.646435,0.324723,0.597922,0.696981
"MSTRG.10313",15.5506,13.7251,15.2336,15.4693,13.7415,14.2823,15.6841
"MSTRG.10314",5.67808,6.1008,6.54492,8.03796,5.73512,6.60531,6.14274
"MSTRG.10315",5.98005,4.56014,4.18163,6.77765,7.87483,5.67604,4.55071
"MSTRG.10316",6.99807,6.20593,7.05266,8.56356,6.82259,8.03148,6.41872
"MSTRG.10317",0.882259,1.25332,1.52025,1.21619,1.04323,1.34107,1.66188
"MSTRG.10318",0,0.293652,0.479202,0.123294,0.105945,0,0.0718783
"MSTRG.10319",6.69876,5.90187,7.20843,7.26021,6.27255,6.42488,5.94863
"MSTRG.1032",0,0,0,0,0,0,0
"MSTRG.10320",4.39908,8.60636,8.90947,6.80864,6.316,7.14954,6.95488
"MSTRG.10321",15.2809,11.6716,12.0667,13.7882,10.0342,10.1972,12.1986
"MSTRG.10322",15.2486,15.0139,16.1973,15.3509,12.7754,13.8473,15.363
"MSTRG.10323",6.65117,6.21885,6.75383,7.21419,6.77128,7.10102,6.50697
"MSTRG.10324",9.71052,8.77915,8.74741,8.8844,8.33302,8.50897,9.00745
"MSTRG.10325",0.217567,0.0556925,0.569584,0.0879562,0.0483937,0.0246433,0.301558
"MSTRG.10326",29.311,21.4901,25.937,25.3422,26.093,26.9556,24.9552
"MSTRG.10327",10.2214,9.55763,9.11227,10.4074,11.4972,10.711,9.36247
"MSTRG.10328",6.9089,5.44819,4.56482,5.91984,4.54211,5.02015,5.14918
"MSTRG.10329",177.142,139.917,70.9062,154.413,129.922,172.744,88.3422
"MSTRG.1033",4.39381,4.31499,3.00765,6.77618,5.48109,5.97,4.53248
"MSTRG.10330",22.3685,23.2246,23.2567,21.949,22.0167,13.2589,17.1923
"MSTRG.10331",21.8668,21.6741,18.948,23.3281,25.4074,36.055,18.8591
"MSTRG.10332",3.718,3.09089,3.4426,3.71018,4.67049,4.0055,3.61295
"MSTRG.10333",20.1113,12.5863,10.4133,13.9681,19.0985,12.8602,11.1314
"MSTRG.10334",0.76186,0.364931,0.242249,0.585632,0.126471,0.567591,0.41207
"MSTRG.10335",32.3208,49.1472,53.3307,43.0351,45.5046,46.5617,57.6344
"MSTRG.10336",18.6351,18.3391,18.5154,13.0763,16.5837,16.5985,17.8584
"MSTRG.10337",2.99367,3.92404,4.16194,4.486,3.71704,4.85092,3.99406
"MSTRG.10338",4.63959,2.49945,2.95886,4.97115,3.73898,5.34457,3.35292
"MSTRG.10339",0.907642,1.31846,0.965702,1.73484,0.725522,0.597003,1.01983
"MSTRG.1034",25.8746,26.6768,31.8571,27.763,26.0726,31.5806,28.9808
"MSTRG.10340",46.2436,58.6702,48.2353,70.5486,63.1746,57.5662,43.9296
"MSTRG.10341",6.57536,10.2243,11.0659,5.46375,7.56187,5.4406,14.0604
"MSTRG.10342",10.5082,10.9004,9.01357,10.8719,12.0809,11.9242,12.621
"MSTRG.10343",6.69696,8.01055,10.029,5.92201,5.60585,6.57448,8.77418
"MSTRG.10344",31.4884,29.9839,31.1988,34.7354,32.2578,31.4313,28.4833
"MSTRG.10345",11.5988,10.0513,8.21538,13.5213,15.9967,12.6522,7.91705
"MSTRG.10346",2.90083,1.84789,1.25599,1.80429,2.87284,1.62123,1.40133
"MSTRG.10347",59.9964,34.047,8.33584,62.0891,121.317,52.7575,13.4984
"MSTRG.10348",0.117976,0.127462,0.208496,0.136009,0.11153,0.100957,0.145543
"MSTRG.10349",6.58921,5.3439,6.5452,6.79332,6.04127,6.0589,6.22688
"MSTRG.1035",3.90008,4.03063,4.14786,3.22582,2.55809,2.38202,3.98674
"MSTRG.10350",10.2819,8.12065,8.04099,9.73564,8.95993,9.20789,8.33772
"MSTRG.10351",21.3396,22.0925,19.9189,22.2663,24.9754,22.5677,18.6058
"MSTRG.10352",6.03893,10.5287,2.31132,3.94671,3.1293,6.5858,3.13059
"MSTRG.10353",1.43649,2.12063,1.10548,0.971153,1.28651,0.892583,1.40336
"MSTRG.10354",969.382,850.769,929.953,685.017,493.692,586.161,986.495
"MSTRG.10355",0,0,0,0,0.60974,0,0
"MSTRG.10356",134.949,29.1669,32.5741,17.809,22.0833,21.3988,50.7091
"MSTRG.10357",39.3691,36.2982,35.0819,38.211,42.2813,42.5692,33.5241
"MSTRG.10358",29.487,25.5049,19.4902,32.9377,41.3629,36.4298,21.0155
"MSTRG.10359",0.39131,0.0519559,0.0419915,0.828664,0.419205,0.384695,0.34608
"MSTRG.1036",6.74749,5.25627,7.36514,6.43807,5.36801,4.03021,3.27633
"MSTRG.10360",0,0,0,0,0,0,0
"MSTRG.10361",19.5781,17.5166,15.9182,16.3795,18.6044,15.1275,14.6427
"MSTRG.10362",0.224722,0.197259,0.208129,0.217863,0.686761,0.316126,0.13052
"MSTRG.10363",13.247,45.1089,85.2013,10.8794,13.5629,17.0225,73.1913
"MSTRG.10364",394.338,450.109,220.542,326.409,396.109,417.561,290.965
"MSTRG.10365",16.6818,18.9944,20.9213,22.308,25.4191,29.883,19.2654
"MSTRG.10366",0.803299,1.13858,0.241913,0.37714,0.670496,0.506914,0.841518
"MSTRG.10367",44.5773,51.4437,51.7372,49.7179,50.1681,57.9652,45.9602
"MSTRG.10368",3.98408,3.37824,3.43516,3.22771,2.4876,3.8141,2.54884
"MSTRG.10369",10.8435,8.13003,4.93005,12.2207,13.806,10.0119,5.89271
"MSTRG.1037",1.15185,0.851743,1.40768,1.13508,0.776979,0.536672,0.721407
"MSTRG.10370",0.230762,1.19743,0.608136,0.609645,1.07407,1.1011,0.722173
"MSTRG.10371",4.60664,3.39541,3.81269,3.98875,3.6085,3.4153,3.11795
"MSTRG.10372",13.7392,11.3992,12.7412,13.1842,14.1735,10.9953,11.556
"MSTRG.10373",0.879357,1.42523,1.31194,1.00229,1.03993,0.744367,1.04958
"MSTRG.10374",10.0326,7.99441,7.93657,8.44877,9.21596,6.99916,6.46721
"MSTRG.10375",0.536583,0.505845,0.981447,0.479405,0.300985,0.460314,0.889039
"MSTRG.10376",4.64168,4.67604,4.33611,4.72243,4.18055,4.01267,4.18911
"MSTRG.10377",15.991,12.675,9.60259,10.7862,9.31286,10.1172,8.95618
"MSTRG.10378",0.990999,0.560235,0.191688,0.465551,0.77182,0.193368,0.362229
"MSTRG.10379",3.88824,3.82505,4.12023,4.38762,3.50178,3.34672,3.65955
"MSTRG.1038",0.370376,1.49286,3.90204,0.173264,0.804724,0.495366,3.09534
"MSTRG.10380",18.0025,17.4104,20.0235,20.0181,18.9812,20.4088,18.8549
"MSTRG.10381",4.55418,4.26996,4.81428,4.43074,3.83539,4.41804,5.07894
"MSTRG.10382",0.104245,0,1.9859,0,0,0.0761675,0.113969
"MSTRG.10383",10.047,9.89119,12.2383,10.5119,10.374,11.466,12.3071
"MSTRG.10384",0.47969,0.844624,1.93835,0.455728,0.753557,0.484839,1.64299
"MSTRG.10385",81.2232,66.1787,53.4818,80.9932,107.917,90.9202,50.1147
"MSTRG.10386",14.1052,13.1536,16.1152,14.0532,13.1811,11.7557,15.1142
"MSTRG.10387",28.1955,22.347,22.2533,34.8998,26.5295,24.1833,18.9965
"MSTRG.10388",52.9089,65.429,49.2839,49.8178,54.0994,57.4641,40.4172
"MSTRG.10389",27.5662,21.7272,12.2098,18.0492,30.8375,16.1712,16.6929
"MSTRG.1039",30.4519,20.3179,18.1153,28.1268,20.1011,23.6302,19.5765
"MSTRG.10390",8.74533,8.90638,9.90667,9.77058,8.94961,11.2377,10.0851
"MSTRG.10391",8.43727,3.77552,3.88494,8.26134,6.18179,5.9671,4.32495
"MSTRG.10392",91.6886,100.978,93.0089,100.109,142.555,99.4823,93.4291
"MSTRG.10393",19.086,9.37842,5.52929,14.9629,16.8823,9.16679,11.3263
"MSTRG.10394",286.676,319.43,263.811,325.758,331.172,334.535,197.993
"MSTRG.10395",23.568,25.6485,31.7525,26.8119,27.3786,30.4778,27.2384
"MSTRG.10396",9.64186,12.1216,13.4937,9.31368,9.12629,12.1988,10.8536
"MSTRG.10397",0.809076,1.44029,1.97643,0.925521,1.08882,0.977248,1.24876
"MSTRG.10398",13.8201,17.0815,15.6606,21.3449,15.7751,21.2626,17.3662
"MSTRG.10399",0.594495,0.272979,0.351553,27.162,0.509852,0.670965,93.7147
"MSTRG.104",27.7138,35.7528,41.0494,27.6666,35.1496,36.1766,31.8691
"MSTRG.1040",20.2921,19.3161,20.3383,19.8043,18.0817,20.5802,20.854
"MSTRG.10400",1.40328,7.72568,5.31184,2.24851,10.8921,8.03201,5.02081
"MSTRG.10401",9.8993,8.68913,11.393,10.7777,14.876,12.2188,10.9583
"MSTRG.10402",15.8878,14.9489,15.2568,19.1736,16.9747,18.6995,15.2018
"MSTRG.10403",1.80086,1.90634,2.32382,1.88981,1.33851,1.84197,2.20086
"MSTRG.10404",9.23171,7.84425,5.08772,8.63426,11.7308,7.92642,6.1801
"MSTRG.10405",70.8147,68.9041,73.2226,79.1371,69.6136,96.7294,64.6642
"MSTRG.10406",17.33,13.8951,19.6229,19.6106,14.9765,14.4424,15.7731
"MSTRG.10407",74.7457,87.1931,66.9825,80.4805,80.6517,76.626,76.7612
"MSTRG.10408",35.6694,39.5426,21.243,38.5147,31.7005,29.4005,26.2145
"MSTRG.10409",5.9875,2.24636,0.0529899,7.35137,10.4556,5.3775,7.03313
"MSTRG.1041",3.22049,3.69245,4.27402,3.49384,2.73614,3.7497,4.24508
"MSTRG.10410",58.9954,83.3369,98.708,69.4225,89.6245,68.0629,87.9147
"MSTRG.10411",8.60249,7.68137,8.47527,8.24208,6.97858,6.05671,7.50755
"MSTRG.10412",0.710904,0,5.46035,0,0,0,0.523954
"MSTRG.10413",114.255,107.445,112.327,114.073,107.994,143.545,118.384
"MSTRG.10414",0,0,0,0,0,0,0
"MSTRG.10415",504.926,599.041,370.434,490.192,515.528,501.61,357.222
"MSTRG.10416",49.1319,57.9961,41.2963,47.3789,51.0811,45.9225,35.9066
"MSTRG.10417",29.6835,44.7882,57.3491,45.9278,39.6793,54.5979,56.0867
"MSTRG.10418",71.6396,83.0282,67.2476,120.591,84.851,47.9048,101.667
"MSTRG.10419",1.11977,1.28509,0.243337,2.7497,3.35327,1.80646,0.541556
"MSTRG.1042",0,0,0,0,0,0,0
"MSTRG.10420",6.45301,3.70619,0.925461,1.27649,4.26688,2.0007,1.88338
"MSTRG.10421",40.9218,56.921,14.3763,44.4298,31.4858,27.0333,47.5435
"MSTRG.10422",655.862,968.333,738.767,651.626,825.65,997.001,750.53
"MSTRG.10423",0,0,0,0,0,0,0
"MSTRG.10424",0,0,0,0,0,0,0
"MSTRG.10425",0,0,0,0,0,0,0
"MSTRG.10426",0,0,0,0,0,0,0
"MSTRG.10427",21.7313,11.508,5.37132,8.4688,6.6207,9.8178,8.40099
"MSTRG.10428",0.157322,0.103049,0.288534,0.11372,0.0937747,0.0958347,0.110109
"MSTRG.10429",1.91506,1.1156,0.147204,2.4247,2.88718,1.89434,0.371737
"MSTRG.1043",38.2558,30.1739,32.1775,39.2906,39.417,36.7489,31.8927
"MSTRG.10430",307.495,293.577,241.123,290.448,261.28,231.201,223.701
"MSTRG.10431",0,0,0,0,0,0,0
"MSTRG.10432",10.3775,7.45406,11.7011,14.8523,14.0628,13.0111,11.3688
"MSTRG.10433",14.6472,3.30356,1.06832,44.0131,4.45592,1.75683,2.7875
"MSTRG.10434",0,0.0352623,0.0221666,0,0,0,0.0213224
"MSTRG.10435",0,0,0,0.00521029,0,0,0
"MSTRG.10436",18.2505,33.4097,31.634,23.0935,24.4962,30.2503,33.6934
"MSTRG.10437",1.15483,0.68448,0.0287501,2.78571,3.18491,1.82636,1.85709
"MSTRG.10438",21.2867,25.2886,25.8663,21.4473,25.7623,24.5552,24.2719
"MSTRG.10439",71.3928,60.5995,43.7397,44.583,49.5685,59.5831,43.3378
"MSTRG.1044",0,0,0,0,0,0,0
"MSTRG.10440",21.6921,18.4893,17.4621,25.8982,22.5362,18.5497,12.3191
"MSTRG.10441",60.1791,70.6668,70.2222,68.5734,65.2971,54.9662,59.6201
"MSTRG.10442",2.03904,0.423062,0.323652,3.7578,2.22318,0.943147,0.395839
"MSTRG.10443",0,0,0,0,0,0,0
"MSTRG.10444",12.3421,18.5506,21.8482,16.7134,18.4348,24.1595,18.5855
"MSTRG.10445",1.47001,1.73685,0.586677,0.635205,1.33643,0.86515,0.84432
"MSTRG.10446",16.0917,16.294,14.5638,15.8076,16.4415,13.5453,14.4381
"MSTRG.10447",8.8058,10.9859,13.5099,13.4135,13.8627,16.0255,11.2435
"MSTRG.10448",0,0,0,0,0,0,0
"MSTRG.10449",3.62756,3.20152,1.42366,4.51717,9.69178,3.88252,2.42584
"MSTRG.1045",0,0,0,0,0,0,0
"MSTRG.10450",13.8334,33.6072,51.9827,25.2093,24.0114,19.1891,38.8856
"MSTRG.10451",0,0,0,0,0,0,0
"MSTRG.10452",0,0,0,0,0,0,0
"MSTRG.10453",0,0,0,0,0,0,0
"MSTRG.10454",0,0,0,0,0,0,0
"MSTRG.10455",0,0,0,0,0,0,0
"MSTRG.10456",0,0,0,0,0,0,0
"MSTRG.10457",1.18739,2.39562,0.686308,0.814462,3.59306,1.12094,1.48271
"MSTRG.10458",0,0,0,0,0,0,0
"MSTRG.10459",0,0,0,0,0,0,0
"MSTRG.1046",0.01046,0,0,0,0,0,0
"MSTRG.10460",139.288,82.7795,97.5402,115.576,99.7581,85.7873,97.8648
"MSTRG.10461",1.76592,1.67868,1.82932,1.56482,1.53652,1.55723,1.82527
"MSTRG.10462",17.9982,17.8094,10.2878,15.1172,17.0525,16.7099,12.6491
"MSTRG.10463",3.39643,4.14077,6.14076,4.16374,3.64673,4.46742,5.22257
"MSTRG.10464",0,0,0,0,0,0,0
"MSTRG.10465",3.76589,4.5307,5.59807,4.99207,5.51119,4.62472,5.5386
"MSTRG.10466",3.60483,4.53453,4.45492,4.34962,4.17334,4.80919,4.3562
"MSTRG.10467",3.61659,3.51077,3.42681,3.38983,2.86961,2.91424,3.04043
"MSTRG.10468",0.274105,0.822883,0.0542752,1.27806,1.2406,0.807851,0.0627787
"MSTRG.10469",11.3039,19.3053,0.168581,17.8833,33.3549,20.1014,0.62866
"MSTRG.1047",1.65895,1.80105,2.05517,1.53869,1.14164,1.28312,1.77993
"MSTRG.10470",37.992,42.7901,35.8873,38.5523,41.2154,45.9585,36.7702
"MSTRG.10471",34.0025,15.5576,8.47432,22.256,19.3457,23.0585,14.7316
"MSTRG.10472",13.9351,15.158,11.3941,13.5,14.2293,14.5156,11.9026
"MSTRG.10473",1.34597,1.24579,0.59836,2.53672,5.131,2.25934,1.27091
"MSTRG.10474",7.16129,6.34676,5.44945,7.29047,7.57856,6.62145,6.01093
"MSTRG.10475",34.28,43.5936,46.9862,42.1469,53.6981,36.7898,33.7825
"MSTRG.10476",5.48815,0.215805,0.188807,2.54942,7.96585,0.95994,0.414182
"MSTRG.10477",7.66517,7.37025,6.21682,6.67399,6.79536,6.73604,6.06117
"MSTRG.10478",1.84488,1.047,1.72959,1.32489,1.15973,0.982506,1.19164
"MSTRG.10479",0.552822,0.890891,1.29741,0.747249,0.671659,0.521199,0.795658
"MSTRG.1048",0,0,0,0,0,0,0
"MSTRG.10480",7.24424,7.24647,9.22512,7.85761,7.26776,7.76626,7.81338
"MSTRG.10481",0.762886,0.606821,0.775606,0.678358,0.703611,0.265891,0.731155
"MSTRG.10482",0.184081,0.227615,0.36568,0.0856937,0.195987,0.122572,0.245774
"MSTRG.10483",0.472438,1.49149,33.388,0.838527,0.0867112,0.100834,6.95035
"MSTRG.10484",0.0296181,1.91615,1.94396,0.0259138,0.0788102,0.0865067,0
"MSTRG.10485",20.0516,19.1034,34.6266,13.6344,35.8157,5.62723,24.1178
"MSTRG.10486",0.295146,0.348552,0.522673,0.330646,0.287457,0.322061,0.610993
"MSTRG.10487",0.0475112,0.0119427,0.0182801,0.00757751,0.0104028,0.0095864,0.019299
"MSTRG.10488",1.57225,4.95388,4.54794,0.732054,1.55784,0,5.58723
"MSTRG.10489",14.3665,19.337,39.4116,15.0887,21.3061,14.1993,28.461
"MSTRG.1049",0,0,0,0,0,0,0
"MSTRG.10490",0,0,0,0,0,0,0
"MSTRG.10491",0.0843511,0.124791,0.162198,0.224094,0.0704598,0.0775472,0.137127
"MSTRG.10492",0,0.0176162,0,0,0.0121473,0,0.0381789
"MSTRG.10493",3.15056,3.57268,4.3161,4.01141,3.26508,3.60798,3.95361
"MSTRG.10494",2.67128,0.556771,0.0065618,1.0364,4.72711,1.37406,0.704866
"MSTRG.10495",564.389,115.378,4.99115,364.667,703.197,248.876,79.4447
"MSTRG.10496",0.119662,0,0,0.0488804,0.350889,0.145001,0.065268
"MSTRG.10497",4.86498,0.54755,0,3.43057,11.3875,1.23699,1.02359
"MSTRG.10498",5.57866,0,0,2.33264,4.10894,0.0821582,0
"MSTRG.10499",0.502844,0,0,0,0.466207,0.378287,0
"MSTRG.105",5.68902,7.45382,7.55758,7.45874,6.40473,8.06994,6.95574
"MSTRG.1050",0.284423,0.880599,0.336203,0.311338,0.645707,0.282617,0.859319
"MSTRG.10500",69.0859,20.4037,1.10062,78.6032,232.018,74.1528,19.726
"MSTRG.10501",0.592556,0.828276,1.2475,1.02996,0.712563,1.43984,1.34371
"MSTRG.10502",45.9527,55.2196,62.3178,61.2152,54.0136,65.7906,57.5025
"MSTRG.10503",0,0,0,0,0,0,0
"MSTRG.10504",3.74639,2.43766,2.4236,3.91891,3.2713,3.37011,3.3534
"MSTRG.10505",0,0,0,0,0,0.0106135,0
"MSTRG.10506",0.00304549,0.00394053,0,0.188422,0,0.00885069,0.588357
"MSTRG.10507",35.6208,43.1106,26.3124,24.0763,30.4863,30.1718,30.5859
"MSTRG.10508",21.2295,20.0992,20.283,22.4322,24.0475,26.2752,21.2528
"MSTRG.10509",14.0662,7.22991,11.0898,10.1542,9.86665,12.9422,9.97124
"MSTRG.1051",0,0,0,0,0,0,0
"MSTRG.10510",46.1583,40.1362,47.7323,45.7308,40.0391,41.0468,42.3621
"MSTRG.10511",0.136591,0.0422352,0.0459508,0.402691,0.402856,0.227646,6.52084
"MSTRG.10512",0.132746,0.0322573,0.0414087,0.0726044,0.113376,0.0336202,2.58301
"MSTRG.10513",12.2321,12.9338,14.2384,13.9998,12.3451,13.0046,13.517
"MSTRG.10514",2.61499,5.58254,2.0517,2.72687,3.80554,1.97538,2.13599
"MSTRG.10515",0,0,0,0,0,0,0
"MSTRG.10516",0.933634,1.17145,1.50669,0.830457,0.633213,1.14334,1.23666
"MSTRG.10517",0.118358,0.355951,1.67412,0.106903,0.0934852,0.379314,0.65346
"MSTRG.10518",0.822651,0.936831,1.67187,1.0763,0.671933,0.848356,1.23363
"MSTRG.10519",0.782868,1.46555,0.860984,1.0387,0.84654,1.51041,0.890692
"MSTRG.1052",0,0,0,0,0,0,0
"MSTRG.10520",0,0,0,0,0,0,0
"MSTRG.10521",0.631324,0.904134,0.731156,0.875115,0.322499,0.651004,0.480041
"MSTRG.10522",46.2581,51.7543,52.0029,53.8313,53.2737,57.1936,47.147
"MSTRG.10523",13.7938,17.9952,24.2628,16.3646,18.2229,21.0257,20.6477
"MSTRG.10524",24.4507,23.6479,22.2975,24.4974,24.9562,24.7047,21.768
"MSTRG.10525",12.5545,13.6844,15.5206,15.0785,13.5046,12.6356,13.4794
"MSTRG.10526",0.114271,0.317758,0.287483,0.299219,0.430927,0.154219,0.550264
"MSTRG.10527",19.9951,10.6563,13.8595,21.6975,9.12161,6.62835,17.2362
"MSTRG.10528",12.6754,10.9584,10.431,11.418,14.3971,10.2576,9.20822
"MSTRG.10529",0.0598563,0,0,0,0,0.0454148,0
"MSTRG.1053",0,0.356178,0.993688,0,0,0,0
"MSTRG.10530",9.29947,8.46387,9.7257,9.8469,8.1999,8.88888,9.53798
"MSTRG.10531",0,0,0,0,0,0,0
"MSTRG.10532",2.27296,0,0,1.75151,0,0,1.31681
"MSTRG.10533",2.36519,1.28467,1.23375,1.33663,0.990266,1.58488,1.53771
"MSTRG.10534",12.2156,9.23417,6.57763,7.26706,5.53962,5.72551,7.43654
"MSTRG.10535",0.658735,0.778663,0.870618,0.849524,0.830214,1.46639,1.19172
"MSTRG.10536",1.98139,1.57882,0.83521,1.44921,1.86655,0.77463,1.36534
"MSTRG.10537",0.862842,0.914966,1.45224,0.742083,0.861267,1.15838,0.869187
"MSTRG.10538",3.40436,3.08641,3.23349,3.79131,3.1349,3.04937,2.98405
"MSTRG.10539",0,0,0,0,0.0304678,0,0
"MSTRG.1054",0,0,0,0,0,0,0
"MSTRG.10540",10.2968,10.8102,9.68528,9.23351,11.3313,10.4329,9.445
"MSTRG.10541",3.0214,3.1523,2.59149,3.23517,2.21925,3.38073,2.67201
"MSTRG.10542",4.3686,4.16009,4.61823,4.65228,3.70352,3.74961,5.80141
"MSTRG.10543",70.8316,69.0054,26.9348,40.5343,32.1991,53.484,38.8015
"MSTRG.10544",0.594416,0.641149,0.369751,0.82691,0.759073,0.63965,0.593587
"MSTRG.10545",0.132808,0.145225,0.131529,0.169153,0.209148,0.102112,0.137167
"MSTRG.10546",4.45567,3.23694,4.12634,4.56349,3.8361,3.2825,3.70934
"MSTRG.10547",15.795,14.2975,14.901,13.6098,18.9746,16.2344,13.061
"MSTRG.10548",18.9083,23.9368,22.5907,46.6205,51.6572,33.1398,25.8463
"MSTRG.10549",2.53928,2.62467,2.84067,2.59407,2.28336,2.37626,2.46288
"MSTRG.1055",0.921192,2.74894,5.41858,0.56555,0.565403,0.194189,3.53555
"MSTRG.10550",0.992286,0.853012,1.98418,1.27888,1.13496,0.998046,1.70341
"MSTRG.10551",0.0493154,0.0183367,0.0286237,0.0811173,0.111617,0.0186571,0.830787
"MSTRG.10552",1.85188,3.61838,3.3558,2.96569,2.08743,3.43248,3.16795
"MSTRG.10553",0,0,0,0,0,0,0
"MSTRG.10554",87.4277,119.3,78.5101,98.7143,94.4532,87.5706,74.7293
"MSTRG.10555",12.6262,11.7154,11.8411,13.6672,12.7017,12.6834,13.417
"MSTRG.10556",15.5885,16.7635,19.6484,15.6482,13.2201,13.7165,14.748
"MSTRG.10557",0.254718,0.247945,0.366042,0.890148,0.465074,0.707947,0.169616
"MSTRG.10558",0,0,0,0,0,0,0
"MSTRG.10559",1.95107,2.46364,2.45755,2.21759,2.48646,2.18651,2.34201
"MSTRG.1056",3.85773,3.57593,3.69025,4.0474,2.48554,2.87578,3.70855
"MSTRG.10560",0,0,0,0,0,0,0
"MSTRG.10561",6.53996,7.53984,4.85043,6.51882,7.86515,7.1216,6.51125
"MSTRG.10562",2.25425,5.31631,4.10531,3.6107,1.69231,2.0356,5.45264
"MSTRG.10563",80.2721,101.951,83.6028,89.9275,99.1196,105.194,79.9691
"MSTRG.10564",4.09501,13.2783,3.76727,7.0111,3.89717,3.80665,11.6494
"MSTRG.10565",0.165723,0.346508,0.15127,0.530044,1.93386,0.789771,0.181916
"MSTRG.10566",0,0,0,0,0,0,0
"MSTRG.10567",0,0,0,0,0,0,0
"MSTRG.10568",5.56301,5.93404,4.65556,5.41841,6.49221,4.29487,3.88683
"MSTRG.10569",37.898,35.7367,44.6264,42.9223,36.6239,36.4287,38.8884
"MSTRG.1057",38.7908,29.8973,30.5591,32.1354,34.3894,31.9937,31.0929
"MSTRG.10570",38.1869,36.6483,35.6711,39.1936,36.0566,32.835,33.4119
"MSTRG.10571",0,0,0,0,0,0,0
"MSTRG.10572",0.4158,0.712429,0.548767,0.568249,0.413903,0.528123,0.692611
"MSTRG.10573",14.9525,21.3276,11.95,30.7974,20.8146,32.8308,17.003
"MSTRG.10574",0,0.18675,0.198109,0,0.0769449,0.11376,0.297322
"MSTRG.10575",351.416,337.806,429.431,407.875,322.06,259.014,382.267
"MSTRG.10576",0,0,0,0,0,0,0
"MSTRG.10577",72.3249,4.51052,11.8717,99.1938,23.4084,1.16552,20.172
"MSTRG.10578",321.213,28.8928,5.58263,304.867,722.512,220.114,41.8151
"MSTRG.10579",17.2676,17.7724,26.5414,20.0717,16.1704,17.3234,22.8951
"MSTRG.1058",6.04036,5.32196,6.14221,9.07795,7.06103,9.02616,5.86116
"MSTRG.10580",25.4921,24.3749,26.0061,30.7451,19.5528,16.1351,21.4617
"MSTRG.10581",12.7005,9.87926,8.59862,10.2118,9.92134,9.2676,8.58133
"MSTRG.10582",21.2283,20.8965,26.2644,22.8498,18.3418,20.2682,18.1087
"MSTRG.10583",0,0,0,0,0,0,0
"MSTRG.10584",11.538,11.8389,9.0326,10.1831,9.77712,8.92566,9.01151
"MSTRG.10585",19.9651,20.5648,15.8968,19.5225,20.3776,22.0686,17.5024
"MSTRG.10586",30.4493,28.0511,30.1497,29.3582,30.6586,25.0098,29.0652
"MSTRG.10587",37.4839,57.3487,70.2519,38.5253,31.4605,50.3764,80.2081
"MSTRG.10588",8.82662,13.146,11.4835,9.00476,9.33029,11.5085,10.7342
"MSTRG.10589",35.2463,42.4891,56.8307,34.8735,32.831,26.9238,45.8377
"MSTRG.1059",13.5097,18.9196,25.2389,12.1397,13.5915,10.6524,20.8719
"MSTRG.10590",2.77935,2.25029,2.70476,1.60249,3.98156,2.76624,2.05028
"MSTRG.10591",4.13368,4.69979,4.31488,4.77624,3.93938,4.62315,4.94686
"MSTRG.10592",3.40027,1.45922,2.27577,2.2481,1.99253,2.49582,2.40829
"MSTRG.10593",16.5031,10.9392,6.45476,9.56596,9.34146,10.0499,10.8739
"MSTRG.10594",6.97253,6.86973,6.87321,3.37617,4.54191,8.56276,7.65887
"MSTRG.10595",4.73864,1.20058,1.42338,8.55461,11.3215,3.67655,2.25786
"MSTRG.10596",0,0,0,0,0,0,0
"MSTRG.10597",39.2111,54.2849,41.7701,41.6799,42.432,51.8919,37.5441
"MSTRG.10598",207.867,338.567,184.756,186.769,248.545,269.65,257.9
"MSTRG.10599",10.0373,32.5772,10.1631,19.9765,19.7081,11.4624,16.6406
"MSTRG.106",30.4876,43.201,60.0048,38.7153,48.6464,51.3201,53.9658
"MSTRG.1060",0.767214,0.656201,0.603265,0.500672,0.486124,0.718978,0.664971
"MSTRG.10600",51.6804,54.3993,57.2827,43.6428,54.7732,38.5788,47.9982
"MSTRG.10601",2.53681,2.10787,1.93114,2.7007,2.48538,2.82572,2.28297
"MSTRG.10602",0.755813,0.557423,0.621171,0.810452,1.07508,1.03308,1.09627
