"","A17","dmi2","dmi3","ipd3","lyk3","nfp","pt4"
"Medtr5g094190",0,0,0,0,0,0,0
"Medtr5g094240",0,0,0,0,0,0,0
"Medtr5g094260",0,0,0,0,0,0,0
"Medtr5g094280",0,0.0367074,0.019156,0,0.0312916,0.0116468,0.0392084
"Medtr5g094350",0,0,0,0,0.0265329,0,0
"Medtr5g094360",0,0,0,0,0,0,0
"Medtr5g094370",0,0,0,0,0,0,0
"Medtr5g094375",0,0,0,0,0,0,0
"Medtr5g094410",0,0,0.0195926,0,0,0,0
"Medtr5g094460",0.0121615,0,0,0,0.0175623,0.0272198,0.00601396
"Medtr5g094500",0,0,0,0,0,0,0
"Medtr5g094530",0,0,0,0,0,0,0
"Medtr5g094580",0,0,0,0,0,0,0
"Medtr5g094590",0,0,0,0,0,0,0
"Medtr5g094620",0,0.0269848,0.0332296,0,0,0,0
"Medtr5g094635",0,0,0,0,0,0,0
"Medtr5g094645",0,0,0,0,0,0,0
"Medtr5g094650",0,0,0,0,0,0,0
"Medtr5g094660",0,0,0,0,0,0,0
"Medtr5g094670",0,0,0,0,0,0,0
"Medtr5g094680",0,0,0,0,0,0,0
"Medtr5g094730",0.100693,0.349706,0.771911,0.163667,0.554299,0.159205,0.638268
"Medtr5g094750",0,0,0,0,0,0,0
"Medtr5g095020",0,0,0,0,0,0,0
"Medtr5g095030",0,0,0,0,0,0,0
"Medtr5g095040",0,0,0,0,0,0,0.0129791
"Medtr5g095050",0,0,0,0,0,0,0
"Medtr5g095070",0,0,0,0,0,0,0
"Medtr5g095090",0,0,0,0,0.00517924,0,0
"Medtr5g095100",0,0,0,0,0,0,0
"Medtr5g095120",0.0823186,0.272612,0.489723,0.105319,0.221254,0.262527,0.38824
"Medtr5g095140",0,0,0,0,0,0,0
"Medtr5g095150",0,0,0,0,0,0,0
"Medtr5g095195",0,0,0,0,0,0,0
"Medtr5g095200",0,0,0,0,0,0,0
"Medtr5g095240",0,0,0,0,0,0,0
"Medtr5g095260",0,0.0233048,0.0116554,0.0241724,0.0549577,0.0424074,0.00397387
"Medtr5g095270",0,0,0,0,0,0,0
"Medtr5g095280",0,0,0,0,0,0,0
"Medtr5g095290",0.0154888,0.0369786,0.00970269,0.0111257,0.1924,0.0233265,0.0430108
"Medtr5g095310",0.0608096,0,0,0,0,0.00940359,0
"Medtr5g095330",0,0,0,0,0,0,0
"Medtr5g095335",0,0,0,0,0,0,0
"Medtr5g095360",0,0,0,0,0,0,0
"Medtr5g095370",0,0,0,0,0,0,0
"Medtr5g095375",0,0,0,0,0,0,0
"Medtr5g095390",0.144627,0.068599,0.0308651,0.171044,0.0292368,0.0559599,0.0571078
"Medtr5g095420",0,0,0,0,0,0,0
"Medtr5g095430",0.0245966,0.00482245,0.0253642,0.0207238,0,0,0.426048
"Medtr5g095540",0.092976,0,0.0255305,0.0591066,0.0481895,0.0445429,0.0551921
"Medtr5g095550",0,0,0,0,0,0,0
"Medtr5g095580",0,0,0,0,0,0,0
"Medtr5g095595",0,0,0,0,0,0,0.273997
"Medtr5g095610",0,0,0,0,0,0,0
"Medtr5g095640",0,0,0,0,0,0,0
"Medtr5g095680",0,0,0,0,0.0910378,0,0.0783816
"Medtr5g095755",0,0,0,0,0,0,0
"Medtr5g095780",0,0,0,0,0,0,0
"Medtr5g095790",0.0271439,0,0,0,0,0,0
"Medtr5g095810",0,0,0,0,0,0,0
"Medtr5g095840",0.124472,0.327474,0,1.08346,0,0,0
"Medtr5g095860",0,0,0,0,0,0,0
"Medtr5g095880",0.0122791,0.0171759,0.00786133,0,0.011489,0,0.0271191
"Medtr5g095900",0,0,0,0,0,0,0
"Medtr5g095910",0,0,0.01775,0,0,0,0
"Medtr5g095920",0,0,0,0,0,0,0
"Medtr5g095940",0,0,0,0,0,0,0
"Medtr5g095980",0,0,0,0,0.769046,0,0.320002
"Medtr5g095990",0,0,0,0,0,0,0
"Medtr5g096000",0,0,0,0,0,0,0.0334624
"Medtr5g096010",0,0,0,0,0,0,0
"Medtr5g096050",0,0,0,0,0,0,0
"Medtr5g096070",0,0,0,0,0,0,0
"Medtr5g096080",0.0189809,0.0216605,0.0482866,0.00993597,0.00391718,0.0132782,0.0401729
"Medtr5g096120",0,0,0,0,0,0,0.293744
"Medtr5g096130",0,0,0,0,0,0,0
"Medtr5g096210",0,0,0,0,0,0,0
"Medtr5g096215",0,0,0,0,0,0,0
"Medtr5g096230",0.0435932,0,0,0.0626019,0.0525147,0.00746914,0
"Medtr5g096240",0,0,0,0,0,0,0
"Medtr5g096250",0,0,0.013671,0.00484926,0.0065821,0.00574131,0
"Medtr5g096320",0.179143,0.0647335,0.0314503,0.140786,0.0633057,0.0809387,0.123745
"Medtr5g096330",0,0,0,0,0,0,0
"Medtr5g096360",0,0,0,0,0,0,0
"Medtr5g096390",0,0.0111354,0.00826719,0.00533885,0.019611,0,0
"Medtr5g096520",0,0,0,0,0,0,0
"Medtr5g096630",0,0.0116623,0.0507715,0.0417639,0,0,0.00748265
"Medtr5g096650",0,0,0,0,0,0,0
"Medtr5g096690",0,0,0,0,0,0,0
"Medtr5g096750",0.00609744,0.0201416,0,0.0311934,0,0.00430666,0
"Medtr5g096790",0,0,0,0.00813672,0.0188937,0,0.037277
"Medtr5g096830",0.333428,0.308466,0.0715119,0.223168,0.423162,0.317527,0.285422
"Medtr5g096900",0,0,0,0,0,0,0
"Medtr5g096910",0,0,0,0,0,0,0.00917428
"Medtr5g096920",0,0,0,0,0,0,0
"Medtr5g096930",0,0,0,0,0,0,0
"Medtr5g096940",0,0,0,0,0,0,0
"Medtr5g096950",0,0.0474351,0,0,0.202244,0.134384,0.127029
"Medtr5g096980",0.00774487,0.0121593,0.0314022,0,0.011508,0.0132118,0.0138493
"Medtr5g097000",0,0,0,0,0,0,0
"Medtr5g097060",0.106204,0.177926,0.0981486,0.0809681,0.173702,0.0968047,0.214607
"Medtr5g097085",0,0,0,0,0,0,0
"Medtr5g097090",0,0,0,0,0,0,0
"Medtr5g097120",0,0,0,0,0,0,0
"Medtr5g097130",0,0,0,0,0,0,0
"Medtr5g097140",0,0,0,0,0,0,0
"Medtr5g097145",0,0,0,0,0,0,0
"Medtr5g097210",0,0,0,0,0,0,0
"Medtr5g097215",0,0,0,0,0,0,0
"Medtr5g097310",0,0,0,0,0,0,0
"Medtr5g097350",0.0676511,0.0403754,0.0325031,0.133325,0.0840281,0.144365,0.0520484
"Medtr5g097370",0,0,0,0.0397352,0.0350604,0.0674607,0.0661521
"Medtr5g097390",0,0,0,0,0,0,0
"Medtr5g097450",0,0,0,0,0,0,0
"Medtr5g097460",0,0,0,0,0,0,0
"Medtr5g097500",0,0,0,0,0,0,0
"Medtr5g097540",0,0,0,0,0,0,0
"Medtr5g097550",0,0,0,0,0,0,0
"Medtr5g097610",0,0,0,0,0,0,0
"Medtr5g097630",0,0,0,0,0,0,0
"Medtr5g097640",0,0,0,0,0,0,0
"Medtr5g097650",0,0,0,0,0,0,0
"Medtr5g097660",0,0,0,0,0,0,0
"Medtr5g097670",0,0.0191907,0,0,0,0,0
"Medtr5g097680",0.052269,0.0143815,0.0625116,0.082928,0.00871696,0.138488,0.0264516
"Medtr5g097710",0.575883,0,0,0.365244,0.788998,0,0
"Medtr5g097730",0,0,0,0,0,0,0
"Medtr5g097810",0,0,0,0,0,0,0
"Medtr5g097820",0,0,0,0,0,0,0
"Medtr5g097850",0,0,0,0,0,0,0
"Medtr5g097860",0,0,0,0.0301981,0,0,0
"Medtr5g097880",0,0,0,0,0,0,0
"Medtr5g097970",0.388204,0.127125,0.263677,0.147174,1.28376,0.241845,0.174505
"Medtr5g097990",0,0,0,0,0,0,0
"Medtr5g098000",0,0,0,0,0,0,0
"Medtr5g098005",0,0,0,0,0,0,0
"Medtr5g098100",0,0,0,0,0,0,0
"Medtr5g098120",0,0,0,0,0,0,0
"Medtr5g098160",0,0,0,0,0,0,0
"Medtr5g098190",0,0,0,0,0,0,0
"Medtr5g098230",0.0540892,0.00635246,0.0034909,0.0125262,0.0455767,0,0.0149092
"Medtr5g098260",0,0,0,0,0,0,0
"Medtr5g098270",0,0,0,0,0,0,0
"Medtr5g098280",0,0,0,0,0,0,0
"Medtr5g098330",0,0,0,0,0,0,0
"Medtr5g098350",0,0,0,0,0,0,0
"Medtr5g098360",0,0,0,0,0,0,0
"Medtr5g098430",0,0,0,0,0,0,0
"Medtr5g098440",0,0,0,0,0,0,0
"Medtr5g098450",0,0,0,0,0,0,0
"Medtr5g098460",0,0,0,0,0,0,0
"Medtr5g098470",0,0,0,0,0,0,0
"Medtr5g098485",0,0,0,0,0,0,0
"Medtr5g098530",0.260771,0.147949,0.881366,0.36777,0.0421106,0.100878,0.638328
"Medtr5g098550",0,0,0,0,0,0,0
"Medtr5g098560",0,0,0,0,0,0,0
"Medtr5g098590",0,0,0,0,0.0162475,0,0
"Medtr5g098610",0.108263,0.0788536,0.518637,0.181168,0.190425,0.174169,0.444385
"Medtr5g098620",0,0,0,0,0,0,0
"Medtr5g098630",0,0,0,0.0229319,0,0.0794874,0
"Medtr5g098640",0,0,0,0,0,0,0
"Medtr5g098650",0,0,0,0,0,0,0
"Medtr5g098660",0,0,0,0,0,0,0
"Medtr5g098690",0,0,0,0,0,0,0
"Medtr5g098750",0,0,0,0,0,0,0
"Medtr5g098760",0,0,0,0,0,0,0
"Medtr5g098770",0,0,0,1.32235,0.39217,0,0
"Medtr5g098820",0,0,0,0,0,0,0
"Medtr5g098825",0,0,0,0,0,0,0
"Medtr5g098840",0,0,0,0,0,0,0
"Medtr5g098930",0.166965,0.14516,0.500862,0.147348,0.0379836,0.66379,0.229843
"Medtr5g098950",0,0,0,0.0105857,0,0,0
"Medtr5g098990",0,0,0,0,0,0,0
"Medtr5g099000",0,0,0,0,0,0,0
"Medtr5g099040",0,0,0,0.00912982,0,0,0
"Medtr5g099080",0,0,0,0,0,0,0
"Medtr5g099160",0,0,0,0,0,0,0
"Medtr5g099190",0,0,0,0,0,0,0
"Medtr5g099210",0,0,0,0,0,0,0
"Medtr5g099270",0,0,0,0,0,0,0
"Medtr5g099380",0,0,0,0,0,0,0
"Medtr5g099415",0,0,0,0,0,0,0
"Medtr5g099425",0,0,0,0,0,0,0
"Medtr5g099435",0,0,0,0,0,0,0
"Medtr5g099480",0,0,0,0,0,0,0
"Medtr5g099590",0,0,0,0,0,0,0
"Medtr5g423950",0,0,0,0,0,0,0
"Medtr5g423980",0,0,0,0,0,0,0
"Medtr5g429560",0.650327,0,0,0,0,0,0
"Medtr5g430460",0,0,0,0,0,0,0
"Medtr5g430470",0.0967617,0.0611838,0.00926786,0.0496606,0.048794,0.0763647,0.0200933
"Medtr5g447010",0,0,0,0,0,0,0
"Medtr5g454010",0,0,0,0,0,0,0
"Medtr5g454250",0,0,0,0,0,0,0
"Medtr5g454260",0,0,0,0,0,0,0
"Medtr5g459340",0,0,0,0,0,0,0
"Medtr5g459430",0,0,0,0,0,0,0
"Medtr5g459490",0,0,0,0,0,0,0
"Medtr5g459500",0,0,0,0,0,0,0
"Medtr5g459540",0,0,0,0,0,0,0
"Medtr5g459550",0.101703,0.0387232,0,0,0.026599,0,0.0780653
"Medtr5g459570",0,0,0,0,0,0,0
"Medtr5g460710",0,0,0,0,0,0,0
"Medtr5g460740",0,0,0,0,0,0,0
"Medtr5g464390",0,0,0,0,0,0,0
"Medtr5g464420",0,0,0,0,0,0,0
"Medtr5g464500",0,0,0,0,0,0,0
"Medtr5g464510",0,0,0,0,0,0,0
"Medtr5g464540",0,0,0,0,0,0,0
"Medtr5g464580",0,0,0,0,0,0,0
"Medtr5g464620",0,0,0,0,0,0,0
"Medtr5g464630",0,0,0,0,0,0,0
"Medtr5g464650",0,0,0,0,0,0,0
"Medtr5g464700",0,0,0,0,0,0,0
"Medtr5g464730",0.101326,0.0131931,0.0157571,0,0,0.0938738,0
"Medtr5g464750",0,0,0,0,0,0,0
"Medtr5g464760",0,0,0,0.00403162,0,0.0235674,0.00801904
"Medtr5g464770",0,0,0,0,0,0,0
"Medtr5g470710",0,0,0,0,0,0,0
"Medtr5g470720",0.330054,0,0,0,0.190655,0,0
"Medtr5g488160",0,0,0,0,0,0,0
"Medtr5g488170",0,0,0,0,0,0,0
"Medtr5g488180",0,0,0,0,0,0,0
"Medtr5g488190",0,0,0,0,0,0,0
"Medtr5g488200",0,0,0,0,0,0,0
"Medtr5g488210",0,0,0,0,0,0,0
"Medtr5g488345",0,0,0,0,0,0,0
"Medtr5g488355",0,0,0,0,0,0,0
"Medtr6g004090",0,0,0,0,0,0,0
"Medtr6g004120",0,0,0,0,0,0,0
"Medtr6g004190",0,0,0,0,0,0,0
"Medtr6g004240",0,0,0.00311755,0.0043842,0.0021788,0.0119748,0
"Medtr6g004250",0,0,0,0,0,0,0
"Medtr6g004260",0,0,0,0,0.0265398,0,0
"Medtr6g004290",0,0,0,0,0,0,0
"Medtr6g004310",0.200233,0,0,0,0.0474918,0,0
"Medtr6g004320",0,0,0,0,0,0,0
"Medtr6g004330",0,0,0,0,0,0,0
"Medtr6g004340",0.642128,0,0,0.950147,0.224989,0,0.126675
"Medtr6g004360",0,0,0,0,0,0,0
"Medtr6g004370",0,0,0,0,0,0,0
"Medtr6g004380",0,0.16192,0,0,0,0,0
"Medtr6g004390",0,0,0,0,0,0,0
"Medtr6g004450",0,0,0,0.043713,0,0,0
"Medtr6g004490",0,0,0,0,0,0,0
"Medtr6g004540",0,0,0,0,0,0,0
"Medtr6g004550",0,0,0,0,0,0,0
"Medtr6g004570",0,0,0,0,0,0,0
"Medtr6g004590",0,0,0,0,0,0,0
"Medtr6g004600",0,0,0,0,0,0.00741639,0.00489083
"Medtr6g004610",0,0,0,0,0,0,0
"Medtr6g004630",0.171056,0.0244179,0.0217888,0.182203,0.115679,0.0354135,0.0153122
"Medtr6g004660",0,0,0,0,0,0,0
"Medtr6g004670",0,0.0169245,0,0,0,0,0.185461
"Medtr6g004700",0,0,0,0,0,0,0
"Medtr6g004710",0,0.0123698,0,0,0,0,0
"Medtr6g004720",0,0.00625602,0.00827397,0,0.00608057,0,0
"Medtr6g004730",0,0,0,0,0,0,0
"Medtr6g004740",0,0,0,0,0,0,0
"Medtr6g004750",0,0,0,0,0,0,0
"Medtr6g004760",0,0,0,0,0,0,0
"Medtr6g004770",0,0,0,0,0,0,0
"Medtr6g004860",0,0,0,0,0,0,0
"Medtr6g004890",0,0,0,0,0,0,0
"Medtr6g004960",0.0107772,0.0116438,0,0.0736029,0.0897174,0.0313445,0
"Medtr6g004980",0,0,0,0,0,0,0
"Medtr6g005050",0,0,0,0,0,0,0
"Medtr6g005240",0,0,0,0,0,0,0
"Medtr6g005260",0,0,0,0,0,0,0
"Medtr6g005270",0,0,0,0,0,0,0
"Medtr6g005380",0,0,0,0,0,0,0
"Medtr6g005440",0.0423616,0,0,0.0728442,0.0281291,0.0935155,0
"Medtr6g005450",0,0,0,0,0,0,0
"Medtr6g005480",0.392573,0.292821,0.102546,0.208917,0.199157,0.160372,0.235368
"Medtr6g005530",0,0,0,0,0,0,0
"Medtr6g005560",0,0,0,0,0,0,0
"Medtr6g005600",0.0142727,0,0,0.0206326,0,0,0
"Medtr6g005660",0,0,0,0,0,0,0
"Medtr6g005680",0,0,0,0,0,0,0
"Medtr6g005890",0,0,0,0,0,0,0
"Medtr6g005920",0,0,0,0,0,0,0.0107538
"Medtr6g005940",0,0,0,0,0,0,0
"Medtr6g005980",0,0,0,0,0,0,0
"Medtr6g006000",0.0397573,0,0,0,0,0,0
"Medtr6g006030",0,0,0,0,0,0,0.0545297
"Medtr6g006200",0,0,0,0,0,0,0
"Medtr6g006230",0,0,0,0,0,0,0
"Medtr6g006255",0,0,0,0,0,0,0
"Medtr6g006300",0,0,0,0,0,0,0
"Medtr6g006340",0,0,0,0,0,0,0
"Medtr6g006355",0,0,0,0,0,0,0
"Medtr6g006700",0,0,0,0,0,0,0
"Medtr6g006730",0,0,0,0,0,0,0
"Medtr6g006740",0,0,0,0,0,0,0
"Medtr6g006750",0,0,0,0,0,0,0
"Medtr6g006760",0,0.0231593,0.0192447,0,0.0620104,0.0673128,0
"Medtr6g006780",0,0,0,0,0,0,0
"Medtr6g006790",0,0,0,0,0,0,0
"Medtr6g006800",0,0,0,0,0,0,0
"Medtr6g006810",0,0,0,0,0,0,0
"Medtr6g006830",0,0,0,0,0,0,0
"Medtr6g006840",0,0,0.078482,0,0,0,0
"Medtr6g006850",0,0.0153454,0,0.081536,0.0229788,0.0140895,0
"Medtr6g006860",0,0,0,0,0,0,0
"Medtr6g006880",0,0,0,0,0,0,0
"Medtr6g007000",0,0,0,0,0,0,0
"Medtr6g007010",0,0,0,0,0,0,0
"Medtr6g007020",0,0,0,0,0,0,0
"Medtr6g007060",0,0,0.0274865,0,0,0,0
"Medtr6g007095",0.0243856,0.0557198,0.0781218,0.011966,0.0524639,0.012582,0.0345781
"Medtr6g007100",0,0,0,0.00602317,0,0,0
"Medtr6g007125",0,0,0,0,0,0,0
"Medtr6g007130",0,0,0,0,0,0,0
"Medtr6g007135",0,0,0,0,0,0,0
"Medtr6g007140",0,0,0,0,0,0,0
"Medtr6g007150",0,0,0,0,0,0,0
"Medtr6g007185",0,0,0,0,0,0,0
"Medtr6g007200",0,0,0,0,0,0,0
"Medtr6g007205",0,0,0,0,0,0,0
"Medtr6g007330",0,0,0,0,0,0,0
"Medtr6g007460",0,0,0,0,0,0,0
"Medtr6g007510",0,0,0,0,0,0.076652,0.0559912
"Medtr6g007520",0,0,0.0591899,0,0.070552,0,0.0484437
"Medtr6g007530",0,0,0.0349148,0.0946226,0,0.0627984,0
"Medtr6g007540",0,0,0,0,0,0,0
"Medtr6g007610",0,0,0,0,0,0,0
"Medtr6g007623",0,0,0,0.132283,0.0699483,0,0
"Medtr6g007630",0,0,0,0,0,0,0
"Medtr6g007633",0.109422,0.0982491,0.169129,0.0383309,0.0448605,0.0715692,0.325717
"Medtr6g007640",0.517646,0,0,0,0,0,0
"Medtr6g007660",0,0,0,0,0,0,0
"Medtr6g007700",0,0,0,0,0,0,0
"Medtr6g007703",0,0,0,0,0,0,0
"Medtr6g007707",0,0,0,0,0,0,0
"Medtr6g007710",0,0,0,0,0,0,0
"Medtr6g007713",0,0,0,0,0,0,0
"Medtr6g007717",0,0,0,0,0,0,0
"Medtr6g007730",0,0,0,0,0,0,0
"Medtr6g007753",0,0,0,0,0,0,0
"Medtr6g007780",0,0,0,0,0,0,0
"Medtr6g007817",0,0,0,0,0,0,0
"Medtr6g007833",0,0,0,0,0,0,0
"Medtr6g007853",0,0,0,0,0,0,0
"Medtr6g007907",0,0,0,0,0,0,0
"Medtr6g007913",0,0,0,0,0,0,0
"Medtr6g007917",0,0,0,0,0,0,0
"Medtr6g007970",0,0,0,0,0,0,0
"Medtr6g008020",0,0,0,0,0,0,0
"Medtr6g008400",0,0,0,0,0,0,0
"Medtr6g008420",0,0,0,0,0,0,0
"Medtr6g008483",0,0,0,0,0,0,0
"Medtr6g008490",0,0,0,0,0,0,0
"Medtr6g008520",0,0,0,0,0,0,0
"Medtr6g008590",0,0,0,0,0,0,0
"Medtr6g008630",0,0,0,0,0,0,0
"Medtr6g008660",0,0.0223711,0,0,0,0,0
"Medtr6g008670",0,0,0,0,0,0,0
"Medtr6g008790",0,0,0,0,0,0,0
"Medtr6g008860",0,0,0,0,0,0,0
"Medtr6g008880",0,0,0,0,0,0,0
"Medtr6g008940",0,0,0,0,0,0,0
"Medtr6g008980",0,0,0,0,0,0,0
"Medtr6g009010",0,0,0,0.0193791,0,0,0
"Medtr6g009020",0,0,0,0,0,0.0287844,0
"Medtr6g009030",0.0041088,0,0,0.010538,0.00251796,0,0
"Medtr6g009080",0,0.0261098,0.054338,0,0,0.00790556,0.0361882
"Medtr6g009120",0,0,0,0,0,0,0
"Medtr6g009140",0,0,0,0,0,0,0
"Medtr6g009150",0.0598099,0.117408,0.118196,0.0129632,0.14339,0.039878,0.126739
"Medtr6g009170",0.158552,0.0428761,0.0107593,0.0140294,0.411401,0.0946782,0.168551
"Medtr6g009190",0,0,0,0,0,0,0
"Medtr6g009245",0,0,0,0,0,0,0
"Medtr6g009250",0,0,0,0,0,0,0
"Medtr6g009280",0,0,0,0,0,0,0
"Medtr6g009350",0,0,0,0,0,0,0
"Medtr6g009360",0,0,0,0,0,0,0
"Medtr6g009420",0,0,0,0,0,0,0
"Medtr6g009430",0,0,0,0,0.0116036,0,0.0193063
"Medtr6g009460",0,0,0,0,0,0,0
"Medtr6g009510",0.01432,0.0106366,0.031975,0.162878,0.0974276,0.0599767,0.0200967
"Medtr6g009563",0.0418946,0.0320538,0,0,0.311483,0,0
"Medtr6g009580",0,0,0,0,0,0,0
"Medtr6g009600",0,0.0759459,0,0,0,0,0
"Medtr6g009620",0,0,0,0,0,0,0
"Medtr6g009650",0,0,0,0,0,0,0
"Medtr6g009660",0,0,0,0,0,0.00705613,0
"Medtr6g009670",0,0,0,0,0,0,0
"Medtr6g009680",0,0,0,0,0,0,0
"Medtr6g009810",0,0,0,0,0,0,0
"Medtr6g010820",0,0,0,0,0,0,0
"Medtr6g010830",0,0,0,0,0,0,0
"Medtr6g010850",0,0,0,0,0,0,0
"Medtr6g010890",0.0835737,0.0110765,0,0,0,0.0386033,0
"Medtr6g010920",0.399806,0.628894,0.280884,0.26366,0.274075,0.671393,0.385263
"Medtr6g010930",0,0,0,0,0,0,0
"Medtr6g011010",0,0,0,0,0,0,0
"Medtr6g011020",0,0,0,0,0,0,0
"Medtr6g011030",0,0,0,0,0,0,0
"Medtr6g011090",0,0,0,0,0,0,0
"Medtr6g011110",0,0,0,0,0,0,0
"Medtr6g011130",0,0,0,0,0,0,0
"Medtr6g011160",0,0,0,0,0,0,0
"Medtr6g011180",0,0,0,0,0,0,0
"Medtr6g011200",0,0,0,0,0,0,0
"Medtr6g011210",0,0,0,0,0,0,0
"Medtr6g011230",0,0,0,0,0,0,0
"Medtr6g011240",0,0.0995677,0,0.0109223,0.0242519,0,0.0458367
"Medtr6g011250",0,0,0,0,0,0,0
"Medtr6g011260",0,0,0,0,0,0,0
"Medtr6g011280",0,0,0,0,0,0,0
"Medtr6g011410",0,0,0,0,0,0,0
"Medtr6g011420",0,0.0366373,0,0,0.0183268,0,0
"Medtr6g011460",0,0,0,0,0,0,0.0137507
"Medtr6g011470",0,0,0,0,0,0,0
"Medtr6g011500",0,0,0,0,0,0,0.0108287
"Medtr6g011510",0,0,0,0,0,0,0
"Medtr6g011520",0,0,0,0,0,0,0
"Medtr6g011570",0,0,0,0,0,0,0
"Medtr6g011580",0,0,0,0,0,0,0
"Medtr6g011820",0,0,0,0,0,0,0
"Medtr6g011870",0,0,0,0,0,0,0
"Medtr6g011880",0,0.0657516,0.011653,0.00538448,0.00886145,0,0.0421872
"Medtr6g011890",0.087365,0.145741,0.00716575,0.113616,0.197395,0.229356,0.12549
"Medtr6g012080",0,0,0,0,0,0,0
"Medtr6g012100",0,0,0,0,0,0,0
"Medtr6g012110",0,0,0.0110498,0,0,0,0.0235999
"Medtr6g012130",0,0,0,0,0,0,0
"Medtr6g012140",0,0,0,0,0,0,0
"Medtr6g012160",0.0218715,0.0155024,0.168118,0.0979395,0.145495,0.143403,0.0659998
"Medtr6g012180",0.0135343,0.255236,0.29472,0,0.0369701,0.010212,0.0930185
"Medtr6g012230",0,0,0,0,0,0,0
"Medtr6g012235",0,0,0,0,0,0,0
"Medtr6g012270",0,0,0,0,0,0,0
"Medtr6g012320",0,0,0,0,0,0,0
"Medtr6g012330",0,0,0,0,0,0,0
"Medtr6g012360",0,0,0.033713,0.046872,0.0955795,0.0401386,0.0471762
"Medtr6g012370",0,0,0,0,0,0,0.0191436
"Medtr6g012383",0,0,0,0,0,0,0
"Medtr6g012387",0,0,0,0,0,0,0
"Medtr6g012440",0,0,0,0,0,0,0
"Medtr6g012500",0,0,0,0,0,0,0
"Medtr6g012520",0,0,0,0.0244774,0.165998,0.0398657,0
"Medtr6g012535",0,0,0,0,0,0,0
"Medtr6g012540",0,0,0,0,0,0,0
"Medtr6g012560",0,0,0,0,0,0,0
"Medtr6g012590",0,0,0,0,0.0203172,0.00835236,0
"Medtr6g012600",0,0,0,0,0,0,0
"Medtr6g012610",0,0,0,0,0,0,0
"Medtr6g012620",0,0,0,0,0,0,0
"Medtr6g012660",0,0,0,0,0,0,0
"Medtr6g012670",0,0.0679657,0.149854,0.0132215,0.0470842,0.0431431,0.09135
"Medtr6g012680",0,0,0,0,0,0,0
"Medtr6g012710",0,0,0,0,0,0,0
"Medtr6g012740",0,0,0,0,0,0,0
"Medtr6g012750",0,0,0,0,0,0,0
"Medtr6g012810",0.0257587,0,0.0132104,0.0264208,0.00279282,0.0120053,0.0167277
"Medtr6g012840",0,0,0,0,0,0,0
"Medtr6g012930",0,0,0,0,0,0,0
"Medtr6g013020",0,0,0,0,0,0,0
"Medtr6g013030",0.00734105,0,0.00419241,0,0.00521397,0,0
"Medtr6g013040",0.489078,0.35592,0.448527,0.227646,0.0678462,0.10775,0.477451
"Medtr6g013160",0,0.0147123,0,0,0,0,0.0166377
"Medtr6g013170",0.557059,0.175804,0.491305,0.0920102,0.22008,0.386785,0.514277
"Medtr6g013180",0,0,0,0,0,0,0
"Medtr6g013220",0,0,0,0,0,0,0
"Medtr6g014290",0.0885153,0.0593384,0.0590374,0.0636897,0.0825864,0.0385891,0.180577
"Medtr6g014300",0,0,0,0,0,0,0
"Medtr6g014310",0,0,0,0,0,0,0
"Medtr6g014345",0,0,0,0,0,0,0
"Medtr6g014350",0,0,0,0,0,0,0
"Medtr6g014355",0,0,0,0,0,0,0
"Medtr6g014360",0,0,0,0,0,0,0
"Medtr6g014365",0,0,0,0,0,0,0
"Medtr6g014520",0,0,0,0,0,0,0
"Medtr6g014530",0,0,0,0,0,0,0
"Medtr6g014575",0.0451432,0.0100013,0.0939101,0.0254317,0.0271838,0.0584923,0.0174951
"Medtr6g014585",0,0,0,0,0,0,0
"Medtr6g014730",0.0450702,0.02131,0,0,0,0.0168021,0
"Medtr6g014795",0,0,0,0,0,0,0
"Medtr6g014820",0,0,0,0,0,0,0
"Medtr6g014840",0,0,0,0,0,0,0
"Medtr6g014850",0,0,0,0,0,0,0
"Medtr6g014870",0,0,0,0,0,0,0
"Medtr6g014880",0,0,0,0,0,0,0
"Medtr6g014890",0,0,0,0,0,0,0
"Medtr6g014900",0,0,0,0,0,0,0
"Medtr6g014905",0,0,0,0,0,0,0
"Medtr6g014930",0,0,0,0,0,0,0
"Medtr6g014940",0,0,0,0,0,0,0
"Medtr6g014950",0,0,0,0,0,0,0
"Medtr6g014980",0,0,0,0,0,0,0
"Medtr6g014990",0,0,0,0,0,0,0
"Medtr6g015000",0,0,0,0,0,0,0
"Medtr6g015140",0,0,0,0,0,0,0
"Medtr6g015160",0,0,0,0,0,0,0
"Medtr6g015170",0,0,0,0,0,0,0
"Medtr6g015173",0,0,0,0,0.00275153,0.00659071,0
"Medtr6g015177",0,0,0,0,0,0,0
"Medtr6g015220",0,0,0,0,0,0,0
"Medtr6g015240",0,0,0,0,0,0,0
"Medtr6g015290",0,0,0,0,0,0,0
"Medtr6g015300",0,0,0,0,0,0,0
"Medtr6g015325",0,0,0,0,0,0,0
"Medtr6g015330",0,0,0,0,0,0,0
"Medtr6g015335",0,0,0,0,0,0,0
"Medtr6g015345",0,0,0,0,0,0,0
"Medtr6g015350",0.129701,0.2611,0.277922,0.07527,0.13461,0.106876,0.263759
"Medtr6g015355",0,0,0,0,0,0,0
"Medtr6g015385",0,0,0,0,0,0,0
"Medtr6g015450",0,0,0,0,0,0,0
"Medtr6g015495",0,0,0,0,0,0,0
"Medtr6g015560",0,0,0,0,0,0,0
