Class,GO_Name,GO_ID,GO_Level,P_value,EnrichmentScore,HitsGenesCountsInSelectedSet,HitsGenesCountsInBackground,AllGenesCountsInSelectedSet,AllGenesCountsInBackground,GenesOfSelectedSetInGOterm,corrected p-value(BH method)
Biological process,response to abiotic stimulus,GO:0009628,3,0.004733203,1.654511044,30,1171,296,19116,"Medtr2g016630,Medtr4g415300,Medtr5g021580,Medtr1g067000,Medtr3g463080,Medtr4g130540,Medtr4g428370,Medtr8g479390,Medtr7g109920,Medtr4g019150,Medtr6g027920,Medtr5g097280,Medtr4g008050,Medtr7g091880,Medtr7g069980,Medtr3g099010,Medtr1g054935,Medtr7g118330,Medtr4g101050,Medtr1g015165,Medtr3g117190,Medtr7g101080,Medtr7g093170,Medtr6g084640,Medtr8g064610,Medtr4g067320,Medtr6g477860,Medtr8g106140,Medtr3g069030,Medtr4g052840,",0.055536246
Biological process,response to inorganic substance,GO:0010035,4,0.005014976,2.018158784,17,544,296,19116,"Medtr2g016630,Medtr4g415300,Medtr1g067000,Medtr4g428370,Medtr7g109920,Medtr6g027920,Medtr7g069980,Medtr3g099010,Medtr1g054935,Medtr7g118330,Medtr3g117190,Medtr7g093170,Medtr6g084640,Medtr1g115500,Medtr6g477860,Medtr8g106140,Medtr4g052840,",0.056944238
Biological process,response to acid chemical,GO:0001101,4,0.005165339,1.923261035,19,638,296,19116,"Medtr2g016630,Medtr4g415300,Medtr1g067000,Medtr4g428370,Medtr4g118590,Medtr7g013820,Medtr7g109920,Medtr3g099010,Medtr1g054935,Medtr7g118330,Medtr3g117190,Medtr7g101080,Medtr7g093170,Medtr6g084640,Medtr1g115500,Medtr3g013500,Medtr1g096490,Medtr8g106140,Medtr4g052840,",0.058027643
Biological process,movement of cell or subcellular component,GO:0006928,3,0.005170088,4.484797297,5,72,296,19116,"Medtr1g067630,Medtr4g124650,Medtr4g092140,Medtr4g081390,Medtr4g094882,",0.057469604
Biological process,microtubule-based process,GO:0007017,3,0.009577033,2.974128734,7,152,296,19116,"Medtr1g067630,Medtr4g124650,Medtr8g098360,Medtr4g092140,Medtr4g081390,Medtr4g078565,Medtr4g094882,",0.103197413
Biological process,positive regulation of cellular biosynthetic process,GO:0031328,7,0.01131267,2.879411258,7,157,296,19116,"Medtr2g016630,Medtr4g112440,Medtr3g028740,Medtr4g065017,Medtr4g088245,Medtr7g118330,Medtr5g010020,",0.117119405
Biological process,carbohydrate transport,GO:0008643,6,0.011866525,3.669379607,5,88,296,19116,"Medtr4g018760,Medtr5g096310,Medtr3g098910,Medtr4g058860,Medtr3g090940,",0.120490867
Biological process,response to water deprivation,GO:0009414,6,0.012565015,2.596224365,8,199,296,19116,"Medtr2g016630,Medtr4g415300,Medtr4g428370,Medtr7g109920,Medtr3g099010,Medtr1g054935,Medtr7g093170,Medtr4g052840,",0.126368155
Biological process,response to fungus,GO:0009620,6,0.012565015,2.596224365,8,199,296,19116,"Medtr2g016630,Medtr2g064425,Medtr2g035780,Medtr8g012775,Medtr5g019420,Medtr3g085210,Medtr1g115500,Medtr6g082500,",0.126368155
Biological process,defense response to fungus,GO:0050832,7,0.013683589,2.77342066,7,163,296,19116,"Medtr2g016630,Medtr2g064425,Medtr2g035780,Medtr8g012775,Medtr5g019420,Medtr3g085210,Medtr6g082500,",0.133795095
Biological process,positive regulation of biosynthetic process,GO:0009891,6,0.013683589,2.77342066,7,163,296,19116,"Medtr2g016630,Medtr4g112440,Medtr3g028740,Medtr4g065017,Medtr4g088245,Medtr7g118330,Medtr5g010020,",0.133795095
Biological process,lipid biosynthetic process,GO:0008610,5,0.017007298,2.018158784,12,384,296,19116,"Medtr2g016630,Medtr4g478220,Medtr7g113660,Medtr2g064425,Medtr5g011040,Medtr8g020990,Medtr3g081130,Medtr5g024880,Medtr7g080060,Medtr4g478280,Medtr2g027300,Medtr4g071520,",0.140310211
Biological process,response to temperature stimulus,GO:0009266,4,0.020998357,2.02969112,11,350,296,19116,"Medtr5g021580,Medtr4g130540,Medtr7g109920,Medtr7g069980,Medtr3g099010,Medtr7g118330,Medtr4g101050,Medtr1g015165,Medtr7g093170,Medtr8g064610,Medtr3g069030,",0.167986856
Biological process,response to oxygen-containing compound,GO:1901700,4,0.024128982,1.595532591,21,850,296,19116,"Medtr2g016630,Medtr4g415300,Medtr1g067000,Medtr4g428370,Medtr4g118590,Medtr7g013820,Medtr7g109920,Medtr4g008050,Medtr7g069980,Medtr3g099010,Medtr1g054935,Medtr7g118330,Medtr3g117190,Medtr7g101080,Medtr7g093170,Medtr6g084640,Medtr1g115500,Medtr3g013500,Medtr1g096490,Medtr8g106140,Medtr4g052840,",0.190150787
Biological process,positive regulation of macromolecule biosynthetic process,GO:0010557,7,0.024787395,2.690878378,6,144,296,19116,"Medtr4g112440,Medtr3g028740,Medtr4g065017,Medtr4g088245,Medtr7g118330,Medtr5g010020,",0.193892514
Biological process,positive regulation of gene expression,GO:0010628,7,0.03383577,2.499912816,6,155,296,19116,"Medtr4g112440,Medtr3g028740,Medtr4g065017,Medtr4g088245,Medtr7g118330,Medtr5g010020,",0.210179844
Biological process,response to red or far red light,GO:0009639,6,0.03552314,2.75987526,5,117,296,19116,"Medtr5g021580,Medtr4g019150,Medtr5g097280,Medtr4g008050,Medtr4g067320,",0.213138842
Biological process,positive regulation of cellular metabolic process,GO:0031325,6,0.037391986,2.249092376,7,201,296,19116,"Medtr2g016630,Medtr4g112440,Medtr3g028740,Medtr4g065017,Medtr4g088245,Medtr7g118330,Medtr5g010020,",0.223084391
Biological process,response to jasmonic acid,GO:0009753,6,0.037787442,2.713490802,5,119,296,19116,"Medtr1g067000,Medtr4g118590,Medtr7g118330,Medtr1g115500,Medtr3g013500,",0.224177185
Biological process,positive regulation of nucleic acid-templated transcription,GO:1903508,10,0.047714607,2.542562247,5,127,296,19116,"Medtr3g028740,Medtr4g065017,Medtr4g088245,Medtr7g118330,Medtr5g010020,",0.24699326
Biological process,"positive regulation of transcription, DNA-templated",GO:0045893,11,0.047714607,2.542562247,5,127,296,19116,"Medtr3g028740,Medtr4g065017,Medtr4g088245,Medtr7g118330,Medtr5g010020,",0.24699326
Biological process,positive regulation of RNA biosynthetic process,GO:1902680,9,0.047714607,2.542562247,5,127,296,19116,"Medtr3g028740,Medtr4g065017,Medtr4g088245,Medtr7g118330,Medtr5g010020,",0.24699326
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
